timestamp,port,device,direction,command,response,error
2026-04-20T12:46:17.901,COM31,pace5000,OPEN,open,,
2026-04-20T12:46:17.901,COM31,pace5000,TX,*IDN?\n,,
2026-04-20T12:46:18.996,COM31,pace5000,RX,,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T12:46:18.996,COM31,pace5000,TX,:INST:MOD?\n,,
2026-04-20T12:46:20.061,COM31,pace5000,RX,,,
2026-04-20T12:46:21.067,COM31,pace5000,RX,,,
2026-04-20T12:46:21.068,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:46:22.161,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:46:22.162,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:46:23.262,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:46:23.263,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:46:24.340,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:46:24.341,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:46:25.406,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:46:25.406,COM31,pace5000,TX,:SOUR:PRES:INL?\n,,
2026-04-20T12:46:26.477,COM31,pace5000,RX,,:SOUR:PRES:INL 0.0200000,
2026-04-20T12:46:26.477,COM31,pace5000,TX,:SOUR:PRES:INL:TIME?\n,,
2026-04-20T12:46:27.544,COM31,pace5000,RX,,:SOUR:PRES:INL:TIME 10,
2026-04-20T12:46:27.544,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:46:28.606,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:46:28.607,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:46:29.700,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:46:29.700,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:46:30.780,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:46:30.781,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:46:31.850,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:46:31.850,COM31,pace5000,TX,:OUTP:STAT?\n,,
2026-04-20T12:46:32.916,COM31,pace5000,RX,,:OUTP:STAT 0,
2026-04-20T12:46:32.916,COM31,pace5000,TX,:OUTP:ISOL:STAT?\n,,
2026-04-20T12:46:33.981,COM31,pace5000,RX,,:OUTP:ISOL:STAT 1,
2026-04-20T12:46:33.981,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T12:46:35.077,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T12:46:35.077,COM31,pace5000,TX,:INST:VERS?\n,,
2026-04-20T12:46:36.129,COM31,pace5000,RX,,":INST:VERS ""02.00.07""",
2026-04-20T12:46:36.130,COM31,pace5000,TX,:OUTP:MODE?\n,,
2026-04-20T12:46:37.190,COM31,pace5000,RX,,:OUTP:MODE ACT,
