timestamp,port,device,direction,command,response,error
2026-04-20T12:39:02.531,COM31,pace5000,OPEN,open,,
2026-04-20T12:39:02.531,COM31,pace5000,TX,*IDN?\n,,
2026-04-20T12:39:03.619,COM31,pace5000,RX,,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T12:39:03.620,COM31,pace5000,TX,:INST:MOD?\n,,
2026-04-20T12:39:04.670,COM31,pace5000,RX,,,
2026-04-20T12:39:05.685,COM31,pace5000,RX,,,
2026-04-20T12:39:05.685,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:39:06.776,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:39:06.777,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:39:07.870,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:39:07.871,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:39:08.936,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:39:08.937,COM31,pace5000,TX,:UNIT:PRES HPA\n,,
2026-04-20T12:39:08.952,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:39:10.018,COM31,pace5000,RX,,":SYST:ERR -102,""Syntax error""",
2026-04-20T12:39:10.019,COM31,pace5000,TX,:OUTP:STAT 0\n,,
2026-04-20T12:39:10.032,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:39:11.110,COM31,pace5000,RX,,":SYST:ERR -102,""Syntax error""",
2026-04-20T12:39:11.126,COM31,pace5000,CLOSE,close,,
