timestamp,port,device,direction,command,response,error
2026-04-20T12:40:09.813,COM31,pace5000,OPEN,open,,
2026-04-20T12:40:09.813,COM31,pace5000,TX,*IDN?\n,,
2026-04-20T12:40:10.904,COM31,pace5000,RX,,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T12:40:10.905,COM31,pace5000,TX,:INST:MOD?\n,,
2026-04-20T12:40:11.968,COM31,pace5000,RX,,,
2026-04-20T12:40:12.983,COM31,pace5000,RX,,,
2026-04-20T12:40:12.983,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:40:14.078,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:40:14.080,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:40:15.170,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:40:15.172,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:40:16.237,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:40:16.238,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:40:17.295,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:40:17.296,COM31,pace5000,TX,:SOUR:PRES:INL 0.02\n,,
2026-04-20T12:40:17.316,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:40:18.392,COM31,pace5000,RX,,":SYST:ERR -102,""Syntax error""",
2026-04-20T12:40:18.393,COM31,pace5000,TX,:OUTP:STAT 0\n,,
2026-04-20T12:40:18.406,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:40:19.467,COM31,pace5000,RX,,":SYST:ERR 0, No error",
2026-04-20T12:40:19.468,COM31,pace5000,TX,:OUTP:ISOL:STAT 1\n,,
2026-04-20T12:40:19.486,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:40:20.556,COM31,pace5000,RX,,":SYST:ERR 0, No error",
2026-04-20T12:40:20.557,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT 1\n,,
2026-04-20T12:40:20.588,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:40:21.684,COM31,pace5000,RX,,":SYST:ERR 0, No error",
2026-04-20T12:40:21.685,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T12:40:22.800,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL:VENT 1,
2026-04-20T12:40:23.301,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T12:40:24.397,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL:VENT 1,
2026-04-20T12:40:24.898,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T12:40:25.998,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T12:40:25.998,COM31,pace5000,TX,:INST:VERS?\n,,
2026-04-20T12:40:27.060,COM31,pace5000,RX,,":INST:VERS ""02.00.07""",
2026-04-20T12:40:27.061,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T12:40:28.163,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T12:40:28.163,COM31,pace5000,TX,:OUTP:STAT?\n,,
2026-04-20T12:40:29.225,COM31,pace5000,RX,,:OUTP:STAT 0,
2026-04-20T12:40:29.225,COM31,pace5000,TX,:OUTP:ISOL:STAT?\n,,
2026-04-20T12:40:30.356,COM31,pace5000,RX,,:OUTP:ISOL:STAT 1,
2026-04-20T12:40:30.357,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:40:31.418,COM31,pace5000,RX,,":SYST:ERR 0, No error",
2026-04-20T12:40:31.433,COM31,pace5000,CLOSE,close,,
