timestamp,point_index,point_phase,point_tag,temperature_c,co2_ppm,co2_group,cylinder_nominal_ppm,analyzer_id,humidity_pct,route,sample_co2_ppm,sample_h2o_mmol,h2o_signal,co2_signal,co2_ratio_f,co2_ratio_raw,h2o_ratio_f,h2o_ratio_raw,ref_signal,pressure_hpa,pressure_gauge_hpa,pressure_reference_status,thermometer_temp_c,thermometer_reference_status,dew_point_c,analyzer_pressure_kpa,analyzer_chamber_temp_c,case_temp_c,frame_has_data,frame_usable,frame_status,sample_index,stability_time_s,total_time_s
2026-04-30T06:58:19.785439+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga01,30.0,h2o,40.0,1.5,1.5,40.0,0.04,0.04,0.015,0.015,1001.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.785556+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga02,30.0,h2o,42.0,1.65,1.65,42.0,0.042,0.042,0.0165,0.0165,1002.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.785637+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga03,30.0,h2o,44.0,1.8,1.8,44.0,0.044,0.044,0.018000000000000002,0.018000000000000002,1003.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.785728+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga04,30.0,h2o,46.0,1.95,1.95,46.0,0.046,0.046,0.0195,0.0195,1004.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.785797+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga05,30.0,h2o,48.0,2.1,2.1,48.0,0.048,0.048,0.021,0.021,1005.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.785876+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga06,30.0,h2o,50.0,2.25,2.25,50.0,0.05,0.05,0.0225,0.0225,1006.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.785940+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga07,30.0,h2o,52.0,2.4,2.4,52.0,0.052,0.052,0.024,0.024,1007.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.786006+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga08,30.0,h2o,54.0,2.55,2.55,54.0,0.054,0.054,0.0255,0.0255,1008.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,1,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837316+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga01,30.0,h2o,40.0,1.5,1.5,40.0,0.04,0.04,0.015,0.015,1001.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837410+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga02,30.0,h2o,42.0,1.65,1.65,42.0,0.042,0.042,0.0165,0.0165,1002.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837484+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga03,30.0,h2o,44.0,1.8,1.8,44.0,0.044,0.044,0.018000000000000002,0.018000000000000002,1003.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837560+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga04,30.0,h2o,46.0,1.95,1.95,46.0,0.046,0.046,0.0195,0.0195,1004.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837627+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga05,30.0,h2o,48.0,2.1,2.1,48.0,0.048,0.048,0.021,0.021,1005.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837692+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga06,30.0,h2o,50.0,2.25,2.25,50.0,0.05,0.05,0.0225,0.0225,1006.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837756+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga07,30.0,h2o,52.0,2.4,2.4,52.0,0.052,0.052,0.024,0.024,1007.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.837816+00:00,3,h2o,h2o_10c_30rh_1100hpa,10.0,,,,ga08,30.0,h2o,54.0,2.55,2.55,54.0,0.054,0.054,0.0255,0.0255,1008.0,1100.0,1100.0,healthy,,,-4.0,110.0,10.0,10.0,True,True,ok,2,0.015581799999836221,0.06983959999979561
2026-04-30T06:58:19.870104+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga01,30.0,h2o,40.0,1.5,1.5,40.0,0.04,0.04,0.015,0.015,1001.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.870204+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga02,30.0,h2o,42.0,1.65,1.65,42.0,0.042,0.042,0.0165,0.0165,1002.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.870278+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga03,30.0,h2o,44.0,1.8,1.8,44.0,0.044,0.044,0.018000000000000002,0.018000000000000002,1003.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.870348+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga04,30.0,h2o,46.0,1.95,1.95,46.0,0.046,0.046,0.0195,0.0195,1004.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.870412+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga05,30.0,h2o,48.0,2.1,2.1,48.0,0.048,0.048,0.021,0.021,1005.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.870480+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga06,30.0,h2o,50.0,2.25,2.25,50.0,0.05,0.05,0.0225,0.0225,1006.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.870542+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga07,30.0,h2o,52.0,2.4,2.4,52.0,0.052,0.052,0.024,0.024,1007.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.870602+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga08,30.0,h2o,54.0,2.55,2.55,54.0,0.054,0.054,0.0255,0.0255,1008.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,1,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.921856+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga01,30.0,h2o,40.0,1.5,1.5,40.0,0.04,0.04,0.015,0.015,1001.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.922117+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga02,30.0,h2o,42.0,1.65,1.65,42.0,0.042,0.042,0.0165,0.0165,1002.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.922353+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga03,30.0,h2o,44.0,1.8,1.8,44.0,0.044,0.044,0.018000000000000002,0.018000000000000002,1003.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.922469+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga04,30.0,h2o,46.0,1.95,1.95,46.0,0.046,0.046,0.0195,0.0195,1004.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.922547+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga05,30.0,h2o,48.0,2.1,2.1,48.0,0.048,0.048,0.021,0.021,1005.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.922617+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga06,30.0,h2o,50.0,2.25,2.25,50.0,0.05,0.05,0.0225,0.0225,1006.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.922686+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga07,30.0,h2o,52.0,2.4,2.4,52.0,0.052,0.052,0.024,0.024,1007.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.922749+00:00,1,h2o,h2o_10c_30rh_1000hpa,10.0,,,,ga08,30.0,h2o,54.0,2.55,2.55,54.0,0.054,0.054,0.0255,0.0255,1008.0,1000.0,1000.0,healthy,,,-4.0,100.0,10.0,10.0,True,True,ok,2,0.012829000000238011,0.06632850000005419
2026-04-30T06:58:19.950281+00:00,2,h2o,h2o_10c_30rh_800hpa,10.0,,,,ga01,30.0,h2o,40.0,1.5,1.5,40.0,0.04,0.04,0.015,0.015,1001.0,800.0,800.0,healthy,,,-4.0,80.0,10.0,10.0,True,True,ok,1,0.013271400000121503,0.0673202000002675
2026-04-30T06:58:19.950463+00:00,2,h2o,h2o_10c_30rh_800hpa,10.0,,,,ga02,30.0,h2o,42.0,1.65,1.65,42.0,0.042,0.042,0.0165,0.0165,1002.0,800.0,800.0,healthy,,,-4.0,80.0,10.0,10.0,True,True,ok,1,0.013271400000121503,0.0673202000002675
2026-04-30T06:58:19.950546+00:00,2,h2o,h2o_10c_30rh_800hpa,10.0,,,,ga03,30.0,h2o,44.0,1.8,1.8,44.0,0.044,0.044,0.018000000000000002,0.018000000000000002,1003.0,800.0,800.0,healthy,,,-4.0,80.0,10.0,10.0,True,True,ok,1,0.013271400000121503,0.0673202000002675
2026-04-30T06:58:19.950647+00:00,2,h2o,h2o_10c_30rh_800hpa,10.0,,,,ga04,30.0,h2o,46.0,1.95,1.95,46.0,0.046,0.046,0.0195,0.0195,1004.0,800.0,800.0,healthy,,,-4.0,80.0,10.0,10.0,True,True,ok,1,0.013271400000121503,0.0673202000002675
2026-04-30T06:58:19.950714+00:00,2,h2o,h2o_10c_30rh_800hpa,10.0,,,,ga05,30.0,h2o,48.0,2.1,2.1,48.0,0.048,0.048,0.021,0.021,1005.0,800.0,800.0,healthy,,,-4.0,80.0,10.0,10.0,True,True,ok,1,0.013271400000121503,0.0673202000002675
2026-04-30T06:58:19.950782+00:00,2,h2o,h2o_10c_30rh_800hpa,10.0,,,,ga06,30.0,h2o,50.0,2.25,2.25,50.0,0.05,0.05,0.0225,0.0225,1006.0,800.0,800.0,healthy,,,-4.0,80.0,10.0,10.0,True,True,ok,1,0.013271400000121503,0.0673202000002675
