timestamp,port,device,direction,duration_ms,command,response,error
2026-04-20T14:15:51.083,COM31,pace5000,OPEN,,open,,
2026-04-20T14:15:51.084,COM30,paroscientific_gauge,OPEN,,open,,
2026-04-20T14:15:51.084,COM25,dewpoint_meter,OPEN,,open,,
2026-04-20T14:15:51.085,COM24,humidity_generator,OPEN,,open,,
2026-04-20T14:15:51.102,COM35,gas_analyzer,OPEN,,open,,
2026-04-20T14:15:51.103,COM27,temperature_chamber,TX,,connect,,
2026-04-20T14:15:51.103,COM27,temperature_chamber,RX,,,connected,
2026-04-20T14:15:51.103,COM28,relay_controller,TX,,connect,,
2026-04-20T14:15:51.104,COM28,relay_controller,RX,,,connected,
2026-04-20T14:15:51.104,COM29,relay_controller,TX,,connect,,
2026-04-20T14:15:51.105,COM29,relay_controller,RX,,,connected,
2026-04-20T14:15:51.107,RUN,runner,EVENT,,postrun-corrected-delivery-config,"{""enabled"":false,""write_devices"":false,""allow_real_device_write"":false,""enabled_source"":""default"",""write_devices_source"":""default"",""allow_real_device_write_source"":""default""}",
2026-04-20T14:15:51.107,RUN,runner,EVENT,,run-start,CalibrationRunner.run entered,
2026-04-20T14:15:51.107,RUN,runner,EVENT,,stage,"{""current"":""初始化"",""wait_reason"":""加载点表""}",
2026-04-20T14:15:51.158,RUN,runner,EVENT,,h2o-zero-span-capability,"{""status"":""NOT_SUPPORTED"",""require_supported_capability"":false,""has_h2o_points"":false,""fit_h2o_requested"":false,""note"":""Current HEAD V1 only supports the CO2 main chain; H2O zero/span is NOT_SUPPORTED. H2O route sampling and ratio-poly/report selection exist, but no explicit H2O zero/span business chain is wired into CalibrationRunner.""}",
2026-04-20T14:15:51.160,RUN,runner,EVENT,,stage,"{""current"":""初始化"",""wait_reason"":""传感器预检查""}",
2026-04-20T14:15:51.160,RUN,runner,EVENT,,stage,"{""current"":""初始化"",""wait_reason"":""配置设备""}",
2026-04-20T14:15:51.161,COM31,pace5000,TX,0.172,:UNIT:PRES?\n,,
2026-04-20T14:15:51.232,COM31,pace5000,RX,20.223,,:UNIT:PRES HPA,
2026-04-20T14:15:51.232,COM31,pace5000,QUERY,71.736,:UNIT:PRES?\n,:UNIT:PRES HPA,
2026-04-20T14:15:51.233,COM31,pace5000,TX,0.206,:OUTP:MODE?\n,,
2026-04-20T14:15:51.309,COM31,pace5000,RX,25.887,,:OUTP:MODE ACT,
2026-04-20T14:15:51.310,COM31,pace5000,QUERY,77.136,:OUTP:MODE?\n,:OUTP:MODE ACT,
2026-04-20T14:15:51.310,COM31,pace5000,TX,0.095,:SOUR:PRES:INL?\n,,
2026-04-20T14:15:51.387,COM31,pace5000,RX,26.305,,:SOUR:PRES:INL 0.0200000,
2026-04-20T14:15:51.387,COM31,pace5000,QUERY,77.511,:SOUR:PRES:INL?\n,:SOUR:PRES:INL 0.0200000,
2026-04-20T14:15:51.388,COM31,pace5000,TX,0.087,:SOUR:PRES:INL:TIME?\n,,
2026-04-20T14:15:51.465,COM31,pace5000,RX,26.939,,:SOUR:PRES:INL:TIME 10,
2026-04-20T14:15:51.465,COM31,pace5000,QUERY,77.996,:SOUR:PRES:INL:TIME?\n,:SOUR:PRES:INL:TIME 10,
2026-04-20T14:15:51.466,COM35,gas_analyzer,RX,,,<flush_input>,
