timestamp,port,device,direction,command,response,error
2026-04-20T12:44:50.689,COM31,pace5000,OPEN,open,,
2026-04-20T12:44:50.689,COM31,pace5000,TX,*IDN?\n,,
2026-04-20T12:44:51.781,COM31,pace5000,RX,,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T12:44:51.782,COM31,pace5000,TX,:INST:MOD?\n,,
2026-04-20T12:44:52.845,COM31,pace5000,RX,,,
2026-04-20T12:44:53.853,COM31,pace5000,RX,,,
2026-04-20T12:44:53.853,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:44:54.949,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:44:54.950,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:44:56.042,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:44:56.043,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:44:57.118,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:44:57.119,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:44:58.172,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:44:58.172,COM31,pace5000,TX,:SOUR:PRES:INL?\n,,
2026-04-20T12:44:59.237,COM31,pace5000,RX,,:SOUR:PRES:INL 0.0200000,
2026-04-20T12:44:59.237,COM31,pace5000,TX,:SOUR:PRES:INL:TIME?\n,,
2026-04-20T12:45:00.302,COM31,pace5000,RX,,:SOUR:PRES:INL:TIME 10,
2026-04-20T12:45:00.303,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:45:01.356,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:45:01.356,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:45:02.454,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:45:02.454,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:45:03.519,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:45:03.520,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:45:04.600,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:45:04.600,COM31,pace5000,TX,:OUTP:STAT?\n,,
2026-04-20T12:45:05.653,COM31,pace5000,RX,,:OUTP:STAT 0,
2026-04-20T12:45:05.653,COM31,pace5000,TX,:OUTP:ISOL:STAT?\n,,
2026-04-20T12:45:06.718,COM31,pace5000,RX,,:OUTP:ISOL:STAT 1,
2026-04-20T12:45:06.719,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T12:45:07.808,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T12:45:07.808,COM31,pace5000,TX,:INST:VERS?\n,,
2026-04-20T12:45:08.871,COM31,pace5000,RX,,":INST:VERS ""02.00.07""",
2026-04-20T12:45:08.872,COM31,pace5000,TX,:OUTP:STAT?\n,,
2026-04-20T12:45:09.934,COM31,pace5000,RX,,:OUTP:STAT 0,
2026-04-20T12:45:09.934,COM31,pace5000,TX,:OUTP:ISOL:STAT?\n,,
2026-04-20T12:45:10.997,COM31,pace5000,RX,,:OUTP:ISOL:STAT 1,
2026-04-20T12:45:10.997,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT 1\n,,
2026-04-20T12:45:11.029,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:45:12.168,COM31,pace5000,RX,,":SYST:ERR -102,""Syntax error""",
2026-04-20T12:45:12.184,COM31,pace5000,CLOSE,close,,
