timestamp,point_index,point_tag,temperature_c,co2_ppm,co2_group,cylinder_nominal_ppm,humidity_pct,pressure_hpa,route,status,stability_time_s,total_time_s
2026-04-30T23:31:14.352,3,h2o_10c_30rh_1100hpa,10.0,,,,30.0,1100.0,h2o,completed,,
2026-04-30T23:31:14.353,1,h2o_10c_30rh_1000hpa,10.0,,,,30.0,1000.0,h2o,completed,,
2026-04-30T23:31:14.353,2,h2o_10c_30rh_800hpa,10.0,,,,30.0,800.0,h2o,completed,,
2026-04-30T23:31:14.354,5,h2o_10c_30rh_600hpa,10.0,,,,30.0,600.0,h2o,completed,,
2026-04-30T23:31:17.286,3,h2o_10c_50rh_1100hpa,10.0,,,,50.0,1100.0,h2o,completed,,
2026-04-30T23:31:17.287,1,h2o_10c_50rh_1000hpa,10.0,,,,50.0,1000.0,h2o,completed,,
2026-04-30T23:31:17.287,2,h2o_10c_50rh_800hpa,10.0,,,,50.0,800.0,h2o,completed,,
2026-04-30T23:31:17.288,5,h2o_10c_50rh_600hpa,10.0,,,,50.0,600.0,h2o,completed,,
2026-04-30T23:31:18.447,3,co2_groupa_0ppm_1100hpa,10.0,0.0,A,0.0,,1100.0,co2,completed,,
2026-04-30T23:31:18.447,1,co2_groupa_0ppm_1000hpa,10.0,0.0,A,0.0,,1000.0,co2,completed,,
2026-04-30T23:31:18.448,2,co2_groupa_0ppm_800hpa,10.0,0.0,A,0.0,,800.0,co2,completed,,
2026-04-30T23:31:18.449,5,co2_groupa_0ppm_600hpa,10.0,0.0,A,0.0,,600.0,co2,completed,,
2026-04-30T23:31:19.519,3,co2_groupa_100ppm_1100hpa,10.0,100.0,A,100.0,,1100.0,co2,completed,,
2026-04-30T23:31:19.519,1,co2_groupa_100ppm_1000hpa,10.0,100.0,A,100.0,,1000.0,co2,completed,,
2026-04-30T23:31:19.520,2,co2_groupa_100ppm_800hpa,10.0,100.0,A,100.0,,800.0,co2,completed,,
2026-04-30T23:31:19.521,5,co2_groupa_100ppm_600hpa,10.0,100.0,A,100.0,,600.0,co2,completed,,
2026-04-30T23:31:20.656,3,co2_groupb_1000ppm_1100hpa,10.0,1000.0,B,1000.0,,1100.0,co2,completed,,
2026-04-30T23:31:20.659,1,co2_groupb_1000ppm_1000hpa,10.0,1000.0,B,1000.0,,1000.0,co2,completed,,
2026-04-30T23:31:20.661,2,co2_groupb_1000ppm_800hpa,10.0,1000.0,B,1000.0,,800.0,co2,completed,,
2026-04-30T23:31:20.661,5,co2_groupb_1000ppm_600hpa,10.0,1000.0,B,1000.0,,600.0,co2,completed,,
2026-04-30T23:31:24.047,8,h2o_20c_40rh_1100hpa,20.0,,,,40.0,1100.0,h2o,completed,,
2026-04-30T23:31:24.048,6,h2o_20c_40rh_1000hpa,20.0,,,,40.0,1000.0,h2o,completed,,
2026-04-30T23:31:24.048,7,h2o_20c_40rh_800hpa,20.0,,,,40.0,800.0,h2o,completed,,
2026-04-30T23:31:24.049,10,h2o_20c_40rh_600hpa,20.0,,,,40.0,600.0,h2o,completed,,
2026-04-30T23:31:28.049,8,h2o_20c_70rh_1100hpa,20.0,,,,70.0,1100.0,h2o,completed,,
2026-04-30T23:31:28.050,6,h2o_20c_70rh_1000hpa,20.0,,,,70.0,1000.0,h2o,completed,,
2026-04-30T23:31:28.051,7,h2o_20c_70rh_800hpa,20.0,,,,70.0,800.0,h2o,completed,,
2026-04-30T23:31:28.052,10,h2o_20c_70rh_600hpa,20.0,,,,70.0,600.0,h2o,completed,,
2026-04-30T23:31:29.828,8,co2_groupa_0ppm_1100hpa,20.0,0.0,A,0.0,,1100.0,co2,completed,,
2026-04-30T23:31:29.829,6,co2_groupa_0ppm_1000hpa,20.0,0.0,A,0.0,,1000.0,co2,completed,,
2026-04-30T23:31:29.829,7,co2_groupa_0ppm_800hpa,20.0,0.0,A,0.0,,800.0,co2,completed,,
2026-04-30T23:31:29.830,10,co2_groupa_0ppm_600hpa,20.0,0.0,A,0.0,,600.0,co2,completed,,
2026-04-30T23:31:31.391,8,co2_groupa_400ppm_1100hpa,20.0,400.0,A,400.0,,1100.0,co2,completed,,
2026-04-30T23:31:31.393,6,co2_groupa_400ppm_1000hpa,20.0,400.0,A,400.0,,1000.0,co2,completed,,
2026-04-30T23:31:31.395,7,co2_groupa_400ppm_800hpa,20.0,400.0,A,400.0,,800.0,co2,completed,,
2026-04-30T23:31:31.396,10,co2_groupa_400ppm_600hpa,20.0,400.0,A,400.0,,600.0,co2,completed,,
2026-04-30T23:31:32.998,8,co2_groupb_1000ppm_1100hpa,20.0,1000.0,B,1000.0,,1100.0,co2,completed,,
2026-04-30T23:31:32.999,6,co2_groupb_1000ppm_1000hpa,20.0,1000.0,B,1000.0,,1000.0,co2,completed,,
2026-04-30T23:31:33.000,7,co2_groupb_1000ppm_800hpa,20.0,1000.0,B,1000.0,,800.0,co2,completed,,
2026-04-30T23:31:33.000,10,co2_groupb_1000ppm_600hpa,20.0,1000.0,B,1000.0,,600.0,co2,completed,,
