timestamp,device,direction,data
2026-04-30T14:59:29.776,PACE5000Fake,TX,"set_in_limits(0.02, 10.0)"
2026-04-30T14:59:29.779,PACE5000Fake,RX,ok
2026-04-30T14:59:29.837,TemperatureChamberFake,TX,set_temp_c(20.0)
2026-04-30T14:59:29.838,TemperatureChamberFake,RX,ok
2026-04-30T14:59:29.840,TemperatureChamberFake,TX,start()
2026-04-30T14:59:29.841,TemperatureChamberFake,RX,ok
2026-04-30T14:59:30.555,RelayFake,TX,"set_valve(1, False)"
2026-04-30T14:59:30.556,RelayFake,RX,ok
2026-04-30T14:59:30.557,RelayFake,TX,"set_valve(2, False)"
2026-04-30T14:59:30.557,RelayFake,RX,ok
2026-04-30T14:59:30.558,RelayFake,TX,"set_valve(3, False)"
2026-04-30T14:59:30.559,RelayFake,RX,ok
2026-04-30T14:59:30.560,RelayFake,TX,"set_valve(4, False)"
2026-04-30T14:59:30.563,RelayFake,RX,ok
2026-04-30T14:59:30.566,RelayFake,TX,"set_valve(5, False)"
2026-04-30T14:59:30.568,RelayFake,RX,ok
2026-04-30T14:59:30.569,RelayFake,TX,"set_valve(6, False)"
2026-04-30T14:59:30.570,RelayFake,RX,ok
2026-04-30T14:59:30.572,RelayFake,TX,"set_valve(7, False)"
2026-04-30T14:59:30.574,RelayFake,RX,ok
2026-04-30T14:59:30.575,RelayFake,TX,"set_valve(8, False)"
2026-04-30T14:59:30.576,RelayFake,RX,ok
2026-04-30T14:59:30.578,RelayFake,TX,"set_valve(9, False)"
2026-04-30T14:59:30.582,RelayFake,RX,ok
2026-04-30T14:59:30.585,RelayFake,TX,"set_valve(10, False)"
2026-04-30T14:59:30.588,RelayFake,RX,ok
2026-04-30T14:59:30.591,RelayFake,TX,"set_valve(11, False)"
2026-04-30T14:59:30.592,RelayFake,RX,ok
2026-04-30T14:59:30.593,RelayFake,TX,"set_valve(12, False)"
2026-04-30T14:59:30.596,RelayFake,RX,ok
2026-04-30T14:59:30.599,RelayFake,TX,"set_valve(15, False)"
2026-04-30T14:59:30.600,RelayFake,RX,ok
2026-04-30T14:59:30.602,RelayFake,TX,"set_valve(16, False)"
2026-04-30T14:59:30.603,RelayFake,RX,ok
2026-04-30T14:59:30.603,RelayFake,TX,"set_valve(1, False)"
2026-04-30T14:59:30.604,RelayFake,RX,ok
2026-04-30T14:59:30.605,RelayFake,TX,"set_valve(2, False)"
2026-04-30T14:59:30.606,RelayFake,RX,ok
2026-04-30T14:59:30.607,RelayFake,TX,"set_valve(3, False)"
2026-04-30T14:59:30.608,RelayFake,RX,ok
2026-04-30T14:59:30.609,RelayFake,TX,"set_valve(8, False)"
2026-04-30T14:59:30.609,RelayFake,RX,ok
2026-04-30T14:59:30.614,PACE5000Fake,TX,set_output(False)
2026-04-30T14:59:30.617,PACE5000Fake,RX,ok
2026-04-30T14:59:30.618,PACE5000Fake,TX,set_isolation_open(True)
2026-04-30T14:59:30.619,PACE5000Fake,RX,ok
2026-04-30T14:59:30.620,PACE5000Fake,TX,vent(True)
2026-04-30T14:59:30.621,PACE5000Fake,RX,ok
2026-04-30T14:59:30.623,RelayFake,TX,"set_valve(1, False)"
2026-04-30T14:59:30.624,RelayFake,RX,ok
2026-04-30T14:59:30.625,RelayFake,TX,"set_valve(2, False)"
2026-04-30T14:59:30.625,RelayFake,RX,ok
2026-04-30T14:59:30.626,RelayFake,TX,"set_valve(3, False)"
2026-04-30T14:59:30.627,RelayFake,RX,ok
2026-04-30T14:59:30.630,RelayFake,TX,"set_valve(4, False)"
2026-04-30T14:59:30.632,RelayFake,RX,ok
2026-04-30T14:59:30.633,RelayFake,TX,"set_valve(5, False)"
2026-04-30T14:59:30.635,RelayFake,RX,ok
2026-04-30T14:59:30.637,RelayFake,TX,"set_valve(6, False)"
2026-04-30T14:59:30.637,RelayFake,RX,ok
2026-04-30T14:59:30.638,RelayFake,TX,"set_valve(7, False)"
2026-04-30T14:59:30.639,RelayFake,RX,ok
2026-04-30T14:59:30.640,RelayFake,TX,"set_valve(8, False)"
2026-04-30T14:59:30.641,RelayFake,RX,ok
2026-04-30T14:59:30.642,RelayFake,TX,"set_valve(9, True)"
2026-04-30T14:59:30.642,RelayFake,RX,ok
2026-04-30T14:59:30.643,RelayFake,TX,"set_valve(10, False)"
2026-04-30T14:59:30.645,RelayFake,RX,ok
2026-04-30T14:59:30.648,RelayFake,TX,"set_valve(11, False)"
2026-04-30T14:59:30.651,RelayFake,RX,ok
2026-04-30T14:59:30.654,RelayFake,TX,"set_valve(12, False)"
2026-04-30T14:59:30.656,RelayFake,RX,ok
2026-04-30T14:59:30.657,RelayFake,TX,"set_valve(15, True)"
2026-04-30T14:59:30.658,RelayFake,RX,ok
2026-04-30T14:59:30.659,RelayFake,TX,"set_valve(16, False)"
2026-04-30T14:59:30.660,RelayFake,RX,ok
2026-04-30T14:59:30.663,RelayFake,TX,"set_valve(1, False)"
2026-04-30T14:59:30.668,RelayFake,RX,ok
2026-04-30T14:59:30.671,RelayFake,TX,"set_valve(2, False)"
2026-04-30T14:59:30.673,RelayFake,RX,ok
2026-04-30T14:59:30.675,RelayFake,TX,"set_valve(3, True)"
2026-04-30T14:59:30.676,RelayFake,RX,ok
2026-04-30T14:59:30.679,RelayFake,TX,"set_valve(8, True)"
2026-04-30T14:59:30.682,RelayFake,RX,ok
2026-04-30T14:59:30.686,PACE5000Fake,TX,set_output(False)
2026-04-30T14:59:30.687,PACE5000Fake,RX,ok
2026-04-30T14:59:30.688,PACE5000Fake,TX,set_isolation_open(True)
2026-04-30T14:59:30.689,PACE5000Fake,RX,ok
2026-04-30T14:59:30.690,PACE5000Fake,TX,vent(True)
2026-04-30T14:59:30.691,PACE5000Fake,RX,ok
2026-04-30T14:59:30.738,pressure_controller,TX,exit_atmosphere_mode(vent_on=False)
2026-04-30T14:59:30.990,pressure_controller,RX,ok
2026-04-30T14:59:30.995,RelayFake,TX,"set_valve(1, False)"
2026-04-30T14:59:30.999,RelayFake,RX,ok
2026-04-30T14:59:31.002,RelayFake,TX,"set_valve(2, False)"
2026-04-30T14:59:31.004,RelayFake,RX,ok
2026-04-30T14:59:31.005,RelayFake,TX,"set_valve(3, False)"
2026-04-30T14:59:31.006,RelayFake,RX,ok
2026-04-30T14:59:31.007,RelayFake,TX,"set_valve(4, False)"
2026-04-30T14:59:31.008,RelayFake,RX,ok
