timestamp,port,device,direction,command,response,error
2026-04-20T12:49:19.181,COM31,pace5000,OPEN,open,,
2026-04-20T12:49:19.181,COM31,pace5000,TX,*IDN?\n,,
2026-04-20T12:49:20.263,COM31,pace5000,RX,,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T12:49:20.263,COM31,pace5000,TX,:INST:MOD?\n,,
2026-04-20T12:49:21.325,COM31,pace5000,RX,,,
2026-04-20T12:49:22.338,COM31,pace5000,RX,,,
2026-04-20T12:49:22.338,COM31,pace5000,TX,:SYST:ERR?\n,,
2026-04-20T12:49:23.420,COM31,pace5000,RX,,":SYST:ERR -102,""Syntax error""",
2026-04-20T12:49:23.420,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:49:24.513,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:49:24.514,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:49:25.606,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:49:25.607,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:49:26.683,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:49:26.684,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:49:27.744,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:49:27.745,COM31,pace5000,TX,:SOUR:PRES:INL?\n,,
2026-04-20T12:49:28.815,COM31,pace5000,RX,,:SOUR:PRES:INL 0.0200000,
2026-04-20T12:49:28.815,COM31,pace5000,TX,:SOUR:PRES:INL:TIME?\n,,
2026-04-20T12:49:29.883,COM31,pace5000,RX,,:SOUR:PRES:INL:TIME 10,
2026-04-20T12:49:29.883,COM31,pace5000,TX,:UNIT:PRES?\n,,
2026-04-20T12:49:30.948,COM31,pace5000,RX,,:UNIT:PRES HPA,
2026-04-20T12:49:30.948,COM31,pace5000,TX,:INST:CAT:ALL?\n,,
2026-04-20T12:49:32.043,COM31,pace5000,RX,,":INST:CAT:ALL ""1.00barg"",""BAROMETER"",""2.00bara""",
2026-04-20T12:49:32.043,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:49:33.122,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:49:33.122,COM31,pace5000,TX,:SOUR:PRES:RANG?\n,,
2026-04-20T12:49:34.198,COM31,pace5000,RX,,":SOUR:PRES:RANG ""2.00bara""",
2026-04-20T12:49:34.199,COM31,pace5000,TX,:OUTP:STAT?\n,,
2026-04-20T12:49:35.261,COM31,pace5000,RX,,:OUTP:STAT 0,
2026-04-20T12:49:35.261,COM31,pace5000,TX,:OUTP:ISOL:STAT?\n,,
2026-04-20T12:49:36.337,COM31,pace5000,RX,,:OUTP:ISOL:STAT 1,
2026-04-20T12:49:36.337,COM31,pace5000,TX,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T12:49:37.430,COM31,pace5000,RX,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
